Id;Nome;Nome Entidade/Coletivo Cultural;Descrição Curta;Data de Criação;Data de Atualização;Tipo de agente da Rede Cultura Viva;Tipo;Pais;Estado;Município;Ações Estruturantes;Públicos que participam das ações;Área de experiência e temas;Atuação;Fonte
48347;Movimento Nacional de Meninos e Meninas de Rua de Pernambuco;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;26/03/2019 16:16;ponto;Coletivo;Não Informado;PE;Recife (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48342;Grupo de Apoio aos Meninos de Rua - GAMR;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;26/03/2019 16:06;ponto;Coletivo;Não Informado;PE;Gravatá (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48322;Sociedade dos Bacamarteiros do Cabo;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;26/03/2019 16:05;ponto;Coletivo;Não Informado;PE;Cabo de Santo Agostinho (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48321;Associação dos Agricultores da Comunidade de Siqueira;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;26/03/2019 16:04;ponto;Coletivo;Não Informado;PE;Rio Formoso;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48304;Maracatu Carnavalesco Almirante do Forte;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;26/03/2019 16:01;ponto;Coletivo;Não Informado;PE;Recife (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48274;PROSA - Projetos para o Semi-Árido;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;26/03/2019 16:01;ponto;Coletivo;Não Informado;PE;Tacaratu;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48255;Grupo Corpos Percussivos;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;26/03/2019 15:59;ponto;Coletivo;Não Informado;PE;Recife;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48254;Centro Cultural Coco de umbigada;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;26/03/2019 15:59;ponto;Coletivo;Não Informado;PE;Olinda (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48244;Sociedade dos Forrozeiros Pé de Serra e Ai!;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;26/03/2019 15:58;ponto;Coletivo;Não Informado;PE;Recife;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48240;Centro de Educação Musical de Joaquim Nabuco;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;26/03/2019 15:57;ponto;Coletivo;Não Informado;PE;Joaquim Nabuco;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48205;Associação Cultural Artística e Social Raízes;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;26/03/2019 15:56;ponto;Coletivo;Não Informado;PE;Petrolina;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48189;Associação Sambada Comunicação e Cultura;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;26/03/2019 15:55;ponto;Coletivo;Não Informado;PE;Olinda (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48186;Centro Cultural Farol da Vila - CCFV;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;22/03/2019 16:38;ponto;Coletivo;Não Informado;PE;Cabo de Santo Agostinho (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48162;Centro de Mulheres do Cabo;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;22/03/2019 16:37;ponto;Coletivo;Não Informado;PE;Cabo de Santo Agostinho;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48160;SOS Corpo Feminista Para a Democracia;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;22/03/2019 16:36;ponto;Coletivo;Não Informado;PE;Recife (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48134;Caldeira Cultural Brasileira -CCB;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;22/03/2019 16:35;ponto;Coletivo;Não Informado;PE;Recife (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48130;Instituto Social Brasil África Ilê Obá Aganjú - ISBA;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;22/03/2019 16:35;ponto;Coletivo;Não Informado;PE;Recife (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48117;Movimento Comunitário de Cultura e Arte - MOCA;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;22/03/2019 16:34;ponto;Coletivo;Não Informado;PE;Santo Agostinho (Cabo de Santo Agostinho);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48084;Fundação de Cultura e Amparo ao menor de olho no Futuro;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;22/03/2019 16:34;ponto;Coletivo;Não Informado;PE;Pesqueira;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48067;Recicle Bat Pet;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;14/03/2019 16:36;ponto;Coletivo;Não Informado;PE;Olinda (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48034;O Bonde Bloco Carnavalesco Lírico;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;12/03/2019 17:04;ponto;Coletivo;Não Informado;PE;Recife;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48029;Geração Futuro;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;12/03/2019 16:59;ponto;Coletivo;Não Informado;PE;Pombos (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48024;Maracatu Nação Matingueiros;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;12/03/2019 16:51;ponto;Coletivo;Não Informado;PE;Petrolina;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
48023;Associação Cultural Novo GTEC;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;12/03/2019 16:41;ponto;Coletivo;Não Informado;PE;Canhotinho (PE);;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
47955;Sociedade dos Artistas de Garanhuns;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;12/03/2019 09:41;ponto;Coletivo;Não Informado;PE;Garanhuns;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
47954;Expressart Produções;Secretaria de Cidadania e Diversidade Cultural;Ponto de Cultura, certificação direta via edital;03/09/2018 14:19;12/03/2019 09:37;ponto;Coletivo;Não Informado;PE;Recife;;;;Outros;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
45887;Maracatu Leão de Ouro;MARACATU LEÃO DE OURO;Maracatu de Baque Solto Leão de Ouro, fundado por Severino Nemésio da Mata, em 10 de Dezembro de 1970 no povoado de Tupaoca/Aliança- PE. No ano de 2002 por não mais ter condições físicas e financeiras de cuidar do Maracatu, Severino Nemésio passa o Maracatu em decadência para Severino Alexandre da silva, conhecido como Mestre Biu Alexandre.;20/08/2018 10:55;20/08/2018 11:10;ponto;Coletivo;Brasil;PE;Condado;memória e patrimônio cultural, cultura e educação, cultura e juventude, cultura e direitos humanos, cultura, infância e adolescência, conhecimentos tradicionais;população de baixa renda, idosos, crianças e adolescentes, mulheres, população sem teto, grupos assentados de reforma agrária, populações em áreas de vulnerabilidade social, estudantes, juventude, população rural, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, lgbt;música, cultural, culturas populares, artesanato;cultura popular, patrimônio imaterial, dança, música;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
44951;Cavalo Marinho Estrela de Ouro;CAVALO MARINHO ESTRELA DE OURO;O Cavalo Marinho Estrela de Ouro do Condado foi fundado por Severino Alexandre da Silva em 31/07/1979. É um folguedo tradicional da cultura popular de teatro de rua da Mata Norte de Pernambuco. Conduzido por música e dança, possui dezenas de figuras que cantam, dançam, recitam, improvisam, interagem e podem estar pintadas, vestindo máscaras, paletós, chapéus, penas, golas ou armações de bichos.;15/08/2018 10:40;15/08/2018 11:25;ponto;Coletivo;Brasil;PE;Condado;cultura, infância e adolescência, cultura e educação, intercâmbio e residências artístico-culturais, cultura e juventude;afro-brasileiros, estudantes, juventude, crianças e adolescentes, pessoas com deficiência, mulheres, população de baixa renda, grupos assentados de reforma agrária, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais;produção, cultural, artes cênicas, artesanato, cultura afro, culturas indígenas, culturas populares, juventude, música;cultura popular, artesanato, dança, patrimônio imaterial, música, teatro, produção cultural;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
42715;Projeto Uaná;Ana Elizabeth Bezerra Lubambo Maia;O Uaná realiza ações artístico-culturais e de comunicação comunitária valorizando a diversidade cultural e dialogando com conhecimentos tradicionais locais, na busca por envolver a comunidade e sua meninada como participantes e realizadores da Casa Uaná.;26/07/2018 15:01;26/03/2019 16:21;ponto;Coletivo;Brasil;PE;Ilha de Itamaracá;;;;cultura popular, comunicação, produção cultural, audiovisual, educação, leitura, museu, patrimônio imaterial, livro, artesanato, teatro, rádio, literatura, gastronomia, esporte, cinema;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
40663;Coletivo Artístico Ecopedagógico Boi da Mata;Coletivo Artístico Ecopedagógico Boi da Mata;O Coletivo Artístico Ecopedagógico Boi da Mata realiza mensalmente sua Brincadeira que reúne um público de todas as gerações em três momentos distintos: Pela manhã acontece a trilha ecopedagógica, finalizando com um almoço. A tarde é reservada para a transmissão de saberes com oficinas e vivências. Com a chegada da noite o Boi sai em seu cortejo pelas ruas do bairro.;12/06/2018 19:22;30/09/2023 01:55;ponto;Coletivo;Brasil;PE;Recife;conhecimentos tradicionais, economia criativa e solidária, cultura, infância e adolescência, cultura e meio ambiente, memória e patrimônio cultural, cultura e educação, cultura, comunicação e mídia livre, cultura e saúde, cultura e juventude, preservação ambiental e agroecologia urbana;afro-brasileiros, grupos artísticos e culturais independentes, população de baixa renda, mulheres, crianças e adolescentes, idosos, povos e comunidades tradicionais de matriz africana, estudantes, imigrantes, juventude, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, indígenas, população de rua, ciganos, lgbt, pessoas com deficiência, população sem teto, populações em áreas de vulnerabilidade social;cultura afro, capacitação, cultural, capoeira, culturas populares, meio ambiente, tradição oral, culturas indígenas, música, turismo, cultura alimentar, artes cênicas, contador de histórias, juventude, produção, meio ambiente e agroecológico urbano, gastronomia, artesanato;cultura indígena, teatro, economia criativa, arte de rua, educação, cultura negra, filosofia, meio ambiente, cultura popular, dança, comunicação, música, patrimônio imaterial, produção cultural, turismo, saúde, gestão cultural, audiovisual, mídias sociais, gastronomia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
39753;Escola Comunitária de Música da Bomba do Hemetério José Amâncio do Côco;Givanildo Amâncio;Aulas comunitárias de músicas por meio dos ensaios da Orquestra Popular da Bomba do Hemetério e Hemtéricos da Bomba;24/05/2018 22:59;24/05/2018 23:12;ponto;Coletivo;Brasil;PE;Recife;educação musical;moradores da bomba do hemetério e comunidades das adjacências;"música, juventude, canto coral; artesanato do lixo ao luxo";música, teatro, arte de rua;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
38920;Associação Som do Velho Chico;Deison Bezerra;A Filarmônica Som do Velho tivera seu início no ano de 2013, no entanto só veio ganhar constituição jurídica em abril de 2017 com a fundação da Associação Som do Velho Chico. A entidade desenvolve trabalhos relacionados a cultura, educação e desenvolvimento social nas diversas camadas da sociedade, em especial para crianças e jovens ribeirinhos que estejam em estado de exclusão social.;09/05/2018 17:14;30/07/2018 18:07;ponto;Coletivo;Brasil;PE;Petrolândia;memória e patrimônio cultural, cultura e juventude, cultura, infância e adolescência, cultura e educação;lgbt, população de baixa renda, crianças e adolescentes, mulheres, ribeirinhos, grupos assentados de reforma agrária, estudantes, juventude, público em geral, população rural, populações atingida por barragens, pessoas ou grupos vítimas de violência;música, culturas populares, juventude, produção, cultural, hip hop;música, dança, patrimônio imaterial, educação, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
38754;Agremiação Boi Diamante;Wilton Freire;Somos um Grupo de cultura popular criado em 2008, através da tradição de bois da cidade, cujo existe ate hoje, onde seus fundadores brincavam e ai resolveram fazer esse brinquedo popular . hoje somos uma grupo bastante reconhecido pelo trabalho realizado, oferecendo oficinas para os jovens da comunidades para desenvolver suas habilidades e também participando do grupo nas suas apresentações.;06/05/2018 13:50;06/05/2018 21:13;ponto;Coletivo;Brasil;PE;Arcoverde;cultura e meio ambiente, memória e patrimônio cultural, livro, leitura e literatura, economia criativa e solidária, cultura e direitos humanos, conhecimentos tradicionais, cultura e educação, cultura e juventude, cultura, infância e adolescência, intercâmbio e residências artístico-culturais;grupos artísticos e culturais independentes, lgbt, população de baixa renda, crianças e adolescentes, mulheres, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, público em geral, juventude, estudantes, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, afro-brasileiros;juventude, contador de histórias, audiovisual, fotografia, meio ambiente, cultura afro, produção, culturas populares, cultural, artesanato, artes cênicas, música;cultura popular, música, teatro, artesanato, dança, audiovisual, cinema, produção cultural, cultura negra, fotografia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
38557;PONTO DE CULTURA - TAMBORES DA RESISTÊNCIA;INSTITUTO CULTURAL RAÍZES;O Ponto de Cultura  TAMBORES DA RESISTÊNCIA é a principal ação cultural e social, desenvolvida pelo Instituto Cultural Raízes, desde 02 de setembro de 2011, quando teve início o Projeto AFROBATUQUE, em Floresta/PE. A atuação do Ponto de Cultura é especialmente voltada para comunidades remanescentes quilombolas e indígenas, em áreas rurais e na periferia urbana, em Floresta e região.;30/04/2018 16:40;30/03/2024 16:44;ponto;Coletivo;Brasil;PE;Floresta;agente cultura viva, cultura e direitos humanos, cultura e juventude, cultura e educação, memória e patrimônio cultural, cultura digital, cultura, comunicação e mídia livre, cultura, infância e adolescência, livro, leitura e literatura, conhecimentos tradicionais;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população rural, público em geral, juventude, estudantes, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, pessoas ou grupos vítimas de violência, população de baixa renda, quilombolas, indígenas, grupos artísticos e culturais independentes, afro-brasileiros;juventude, comunicação direitos humanos, contador de histórias, audiovisual, fotografia, culturas populares, capoeira, artesanato, cultural, música, literatura, gênero, culturas indígenas, cultura afro, capacitação, produção;patrimônio imaterial, história, fotografia, educação, livro, gestão cultural, dança, artesanato, literatura, cultura indígena, cultura popular, música, audiovisual, comunicação, cultura negra, produção cultural;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
36810;INSTITUTO HISTORICO, GEOGRAFICO E CULTURAL DE GARANHUNS;Instituto Histórico, Geográfico e Cultural de Garanhuns .;O Instituto Garanhuns é uma pessoa jurídica de direito privado (associação), considerada, por lei municipal, como de utilidade pública, com objetivos culturais e sem fins lucrativos.;10/04/2018 20:58;15/04/2018 22:39;ponto;Coletivo;Brasil;PE;Garanhuns;conhecimentos tradicionais, memória e patrimônio cultural, cultura e educação;grupos artísticos e culturais independentes, estudantes, juventude, público em geral, população rural, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, idosos, mulheres;capacitação, cultural, culturas populares, tradição oral;arquivo, patrimônio material, direito autoral, pesquisa, educação, história, museu, patrimônio imaterial, novas mídias;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
36424;Boi da Macuca;Boi da Macuca;Boi da Macuca, irreverente grupo de cultura popular surgido em 1989 da imaginação de José Oliveira Rocha, o Capitão Zé da Macuca. Reconhecido oficialmente como Ponto de Cultura pelo Ministério da Cultura em 2005 e contemplado pelo Prêmio Culturas Populares do mesmo Ministério em 2017.;05/04/2018 16:22;14/09/2023 09:40;ponto;Coletivo;Brasil;PE;Correntes;agente cultura viva;grupos artísticos e culturais independentes, populações em áreas de vulnerabilidade social, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população rural, público em geral, população de rua, estudantes, mulheres, crianças e adolescentes, idosos, população de baixa renda, lgbt, pessoas com deficiência;produção, cultural, música, culturas populares;cultura popular, música, produção cultural;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
36124;Batá Kossô;Felipe Cardoso;O BatáKossô surgiu em Olinda aos pés do terreiro de Umbanda Centro Espírita Maria Francisca de Assis, a partir de oficinas para a comunidade do entorno (Varadouro e Santa Tereza). Com a proposta de exercitar a criatividade musical, através do estudo das manifestações culturais locais. Os encontros para a realização das oficinas também deram frutos a outros eventos realizados pelo Batá Kossô.;30/03/2018 22:26;01/10/2018 11:59;ponto;Coletivo;Brasil;PE;Olinda;;;;antropologia, artes visuais, cinema, cultura indígena, cultura popular, direito autoral, gastronomia, literatura, mídias sociais, música, patrimônio material, teatro, artesanato, cultura digital, cultura lgbt, dança, economia criativa, filosofia, gestão cultural, jornalismo, livro, moda, novas mídias, pesquisa, turismo, sociologia, produção cultural, patrimônio imaterial, meio ambiente, leitura, história, fotografia, educação, design, cultura negra, cultura estrangeira (imigrantes), comunicação, audiovisual, arte digital;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
29327;ASSOCIAÇÃO DE DIREITOS HUMANOS LGBT DE TERREIRO E COMUNIDADE;MANUEL ROMARIO SALDANHA NETO;TEMOS COMO OBJETIVO CENTRAL A CAPACITAÇÃO DE LIDERANÇAS E O FORTALECIMENTO INSTITUCIONAL DAS COMUNIDADES TRADICIONAIS DE MATRIZ AFRICANA E INDÍGENA NO BRASIL;10/12/2017 19:17;10/12/2017 20:27;ponto;Coletivo;Brasil;PE;RECIFE;;;;;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
28972;MARACATU NAÇÃO CAMALEÃO;CIRANDA COBIÇADA;Não Informado;22/11/2017 17:16;19/10/2023 10:17;ponto;Coletivo;Brasil;PE;Olinda;agente cultura viva, cultura, infância e adolescência, cultura, comunicação e mídia livre, cultura digital, cultura e juventude, conhecimentos tradicionais, economia criativa e solidária, memória e patrimônio cultural, cultura e educação, cultura e direitos humanos;afro-brasileiros, grupos artísticos e culturais independentes, lgbt, pessoas com deficiência, população de baixa renda, crianças e adolescentes, mulheres, povos e comunidades tradicionais de matriz africana, estudantes, juventude, público em geral, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais;cultura afro, música, cultural, culturas populares, cultura digital, artes visuais, produção;cultura popular, música, dança, cultura negra, rádio, teatro, arte de rua, artesanato, cultura digital, cultura lgbt, gestão cultural, arte digital, produção cultural, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
28753;GRUPO DE DANÇAS LUAR DO SERTÃO;UBIRATANIA;GRUPO DE DANÇAS DE CULTURA POPULAR, FORMADO POR JOVENS QUE ENALTECEM E REPRESENTAM RESPEITOSAMENTE NOSSAS RAÍZES ATRAVÉS DA DANÇA EXPRESSANDO NOSSA CULTURA: MARACATU,COCO,CIRANDA,XOTE,FREVO,XAXADO,FOLGUEDO JUNINO,CABOCLINHOS, AFRO...ENTRE OUTROS.;11/11/2017 00:19;31/10/2018 17:32;ponto;Coletivo;Brasil;PE;Custódia;;;;cultura popular, arte de rua, dança, cultura negra, música, produção cultural, artes visuais, educação, teatro;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
24044;Maracatu Nação Maracambuco;Nilo Oliveira;O Maracambuco, grupo cultural de maracatu nação de baque virado, fundado em 09 de Junho de 1993, com o intuito de divulgar, promover e preservar a cultura do maracatu nação de baque virado. Há 24 anos trabalha durante o ano inteiro oferecendo oficinas de percussão e dança para jovens e adolescentes da comunidade onde está inserido. E realiza apresentações culturais de cortejo e de palco.;31/03/2017 15:29;13/11/2023 13:03;ponto;Coletivo;Brasil;PE;Olinda;;;;cultura popular, música, dança, cultura negra, patrimônio imaterial, produção cultural;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
22203;COMPANHIA DE TEATRO IMAGINART;COMPANHIA DE TEATRO IMAGINART;Não Informado;27/02/2017 23:49;12/09/2023 08:36;ponto;Coletivo;Brasil;PE;Petrolina;cultura circense, cultura e direitos humanos, cultura e juventude, cultura e educação, agente cultura viva, cultura, infância e adolescência, livro, leitura e literatura, intercâmbio e residências artístico-culturais, economia criativa e solidária;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população rural, público em geral, juventude, estudantes, populações em áreas de vulnerabilidade social, ribeirinhos, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, grupos artísticos e culturais independentes, lgbt, pessoas com deficiência, quilombolas, população de baixa renda, afro-brasileiros;cultura afro, produção, culturas populares, capoeira, cultural, contador de histórias, artes cênicas;artes visuais, teatro, arte de rua, circo, artesanato, dança, audiovisual, cultura negra, produção cultural;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
21114;ASSOCIAÇÃO DO MOVIMENTO ARTÍSTICO E LITERÁRIO DE BEZERROS;Associação do Movimento Artístico e Literário de Bezerros - AMALB;Criado em 15 de novembro de 2003, o MALB, enquanto movimento literário, foi pensado por um grupo de amigos, como espaço para divulgar e organizar eventos culturais voltadas para as artes e as letras em Bezerros/PE. Em 2014, um grupo de escritores e admiradores decidiu, transformar o movimento em Associação Do Movimento Artístico E Literário De Bezerros. Cuja fundação ocorreu em 07.06.2014.;23/01/2017 12:33;29/10/2018 12:56;ponto;Coletivo;Brasil;PE;Bezerros;conhecimentos tradicionais, livro, leitura e literatura, cultura, infância e adolescência, memória e patrimônio cultural, cultura e educação, cultura e juventude, cultura e direitos humanos, cultura digital;pessoas com deficiência, quilombolas, idosos, crianças e adolescentes, mulheres, povos e comunidades tradicionais de matriz africana, população sem teto, populações em áreas de vulnerabilidade social, estudantes, juventude, afro-brasileiros, população de baixa renda, ribeirinhos, pescadores, população de rua, público em geral, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, pessoas ou grupos vítimas de violência;produção, capacitação, cultura afro, gênero, literatura, música, cultural, artesanato, capoeira, culturas populares, fotografia, meio ambiente, contador de histórias, juventude, tradição oral, moda, gastronomia, artes cênicas;literatura, música, teatro, gestão cultural, cultura negra, fotografia, cinema;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
19370;Ponto de Cultura Canavial;BÁRBARA GONÇALVES;Organização que visa apoiar e atuar junto aos agentes organizadores e executores das manifestações artísticas e socioculturais da Zona da Mata de Pernambuco.;03/08/2016 14:52;22/02/2018 11:01;ponto;Coletivo;Brasil;PE;Nazaré da Mata;economia criativa e solidária, intercâmbio e residências artístico-culturais, cultura, comunicação e mídia livre, cultura e educação, memória e patrimônio cultural, livro, leitura e literatura;grupos artísticos e culturais independentes, população de baixa renda, idosos, afro-brasileiros, mulheres, lgbt, estudantes, público em geral, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população rural, populações em áreas de vulnerabilidade social;produção, artes visuais, capacitação, música, cultural, culturas populares, fotografia;;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
18655;CARNAVAL DE ZE PULUCA;CARNAVAL DE ZE PULUCA;Não Informado;17/07/2016 23:01;22/09/2024 08:21;ponto;Coletivo;Brasil;PE;Bom Conselho;conhecimentos tradicionais, economia criativa e solidária, intercâmbio e residências artístico-culturais, memória e patrimônio cultural, agente cultura viva, cultura e educação, cultura e juventude;crianças e adolescentes, mulheres, público em geral, estudantes;audiovisual, fotografia, produção, cultural, turismo, música, culturas populares, juventude;cultura popular, música, dança, patrimônio material, produção cultural, patrimônio imaterial, turismo;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
