Id;Nome;Nome Entidade/Coletivo Cultural;Descrição Curta;Data de Criação;Data de Atualização;Tipo de agente da Rede Cultura Viva;Tipo;Pais;Estado;Município;Ações Estruturantes;Públicos que participam das ações;Área de experiência e temas;Atuação;Fonte
308181;QUILOMBO DOS CAMARÁS;QUILOMBO DOS CAMARÁS;Não Informado;14/10/2024 09:42;04/12/2024 21:26;ponto;Coletivo;Não Informado;PE;Camaragibe;cultura e juventude, economia criativa e solidária, cultura e saúde, cultura e meio ambiente, cultura e direitos humanos, cultura e educação, memória e patrimônio cultural, conhecimentos tradicionais;juventude, público em geral, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, população de baixa renda, quilombolas, lgbt, afro-brasileiros;contador de histórias, artesanato, culturas populares, tradição oral, comunicação direitos humanos, gastronomia, juventude, meio ambiente, cultura alimentar, gênero, cultura afro;patrimônio material, museu, meio ambiente, história, cultura negra, educação, patrimônio imaterial, gastronomia, cultura popular, antropologia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
307236;ASSOCIACAO DOS MORADORES DO SITIO BREJINHO DA SERRA;ASSOCIACAO DOS MORADORES DO SITIO BREJINHO DA SERRA;Não Informado;05/10/2024 22:40;12/10/2024 16:55;ponto;Coletivo;Não Informado;PE;Petrolândia;cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, cultura e educação, agente cultura viva, memória e patrimônio cultural, cultura e saúde, cultura, infância e adolescência, livro, leitura e literatura, intercâmbio e residências artístico-culturais, economia criativa e solidária, conhecimentos tradicionais;populações atingida por barragens, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, pescadores, juventude, estudantes, populações em áreas de vulnerabilidade social, ribeirinhos, mulheres, população de baixa renda, pessoas com deficiência, lgbt, crianças e adolescentes, idosos, indígenas;moda, juventude, gastronomia, contador de histórias, audiovisual, meio ambiente, fotografia, cultural, artesanato, turismo, música, literatura, esporte, culturas indígenas, capacitação, produção;produção cultural, patrimônio imaterial, museu, meio ambiente, história, fotografia, educação, comunicação, audiovisual, saúde, pesquisa, moda, livro, gestão cultural, economia criativa, dança, cultura lgbt, artesanato, patrimônio material, literatura, gastronomia, cultura indígena, arquivo;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
307227;INSTITUTO ARTES SOL MAIOR - IASM - CIASM;INSTITUTO ARTES SOL MAIOR - IASM - CIASM;Não Informado;05/10/2024 19:35;07/10/2024 11:51;ponto;Coletivo;Não Informado;PE;Jaboatão dos Guararapes;cultura e educação;público em geral, pessoas em situação de sofrimento psíquico, crianças e adolescentes, imigrantes, juventude, mulheres, idosos, afro-brasileiros, estudantes;música, cultural;música, produção cultural;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
306991;BANDA MADRE DE DEUS;BANDA MADRE DE DEUS;Não Informado;02/10/2024 21:53;02/10/2024 22:26;ponto;Coletivo;Não Informado;PE;Brejo da Madre de Deus;cultura e juventude, cultura e educação, cultura, infância e adolescência;público em geral, juventude, estudantes, idosos, mulheres, crianças e adolescentes, população de baixa renda;música, cultural;educação, música;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
306980;GRES PRETO VELHO;GRES PRETO VELHO;Não Informado;02/10/2024 19:22;02/10/2024 20:58;ponto;Coletivo;Não Informado;PE;Olinda;conhecimentos tradicionais, agente cultura viva, cultura e meio ambiente, cultura e educação, cultura e juventude, cultura e direitos humanos, economia criativa e solidária;juventude, público em geral, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, crianças e adolescentes, mulheres, povos e comunidades tradicionais de matriz africana, população de baixa renda, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;cultural, culturas populares, música, cultura afro, capacitação, produção;música, cultura popular, cultura lgbt, economia criativa, gestão cultural, turismo, produção cultural, cultura negra;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
306830;Mamulengando Alegria;Mamulengando Alegria;Não Informado;01/10/2024 14:14;15/10/2024 09:07;ponto;Coletivo;Não Informado;PE;Glória do Goitá;memória e patrimônio cultural, cultura e juventude, cultura, infância e adolescência, intercâmbio e residências artístico-culturais, conhecimentos tradicionais;público em geral, juventude, população rural, estudantes, idosos, crianças e adolescentes, mulheres, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população de baixa renda, indígenas, pessoas com deficiência, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;tradição oral, juventude, contador de histórias, artes cênicas, culturas populares, artesanato, cultural, turismo, música, literatura, gênero, cultura afro, produção;pesquisa, produção cultural, patrimônio imaterial, artesanato, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
306723;Sopa Cultural;Sopa Cultural;Não Informado;30/09/2024 16:37;30/09/2024 18:41;ponto;Coletivo;Não Informado;PE;Caruaru;memória e patrimônio cultural, cultura, comunicação e mídia livre;público em geral;cultural, música;patrimônio imaterial, dança, música, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
306701;QUADRILHA ARRASTA PÉ;QUADRILHA ARRASTA PÉ;Não Informado;30/09/2024 12:49;30/09/2024 22:34;ponto;Coletivo;Não Informado;PE;Caruaru;cultura, infância e adolescência, conhecimentos tradicionais, economia criativa e solidária, cultura circense, cultura e juventude;população rural, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, populações em áreas de vulnerabilidade social, pessoas ou grupos vítimas de violência, população de baixa renda, quilombolas, público em geral, pessoas com deficiência, juventude, mulheres, crianças e adolescentes, grupos artísticos e culturais independentes, estudantes, idosos, lgbt, afro-brasileiros;juventude, artes cênicas, tradição oral, produção, música, culturas populares, artesanato, cultural;cultura negra, dança, pesquisa, produção cultural, música, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
306629;ICP - INSTITUTO CASA DO PIFE;ICP - INSTITUTO CASA DO PIFE;Não Informado;29/09/2024 13:17;04/12/2024 00:15;ponto;Coletivo;Não Informado;PE;Caruaru;economia criativa e solidária, cultura e saúde, cultura, comunicação e mídia livre, cultura digital, cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, cultura e educação, memória e patrimônio cultural, livro, leitura e literatura, cultura, infância e adolescência, intercâmbio e residências artístico-culturais, conhecimentos tradicionais;populações de regiões fronteiriças, estudantes, imigrantes, juventude, população de rua, público em geral, população rural, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, populações em áreas de vulnerabilidade social, população sem teto, ribeirinhos, grupos assentados de reforma agrária, povos e comunidades tradicionais de matriz africana, pessoas em situação de sofrimento psíquico, mulheres, crianças e adolescentes, idosos, pessoas ou grupos vítimas de violência, população de baixa renda, quilombolas, população em regime prisional, lgbt, pessoas com deficiência, indígenas, grupos artísticos e culturais independentes, afro-brasileiros;tradição oral, moda, juventude, gastronomia, cultura digital, comunicação direitos humanos, contador de histórias, audiovisual, artes cênicas, internacional, meio ambiente, hip hop, fotografia, culturas populares, cultura alimentar, capoeira, artesanato, cultural, turismo, música, literatura, esporte, gênero, culturas indígenas, cultura afro, capacitação, artes visuais, produção;cultura lgbt, arte de rua, arte digital, museu, novas mídias, moda, televisão, saúde, design, artes visuais, jornalismo, gastronomia, patrimônio material, pesquisa, turismo, sociologia, produção cultural, patrimônio imaterial, história, leitura, meio ambiente, fotografia, educação, cultura estrangeira (imigrantes), cultura negra, comunicação, audiovisual, arqueologia, artesanato, cultura digital, dança, economia criativa, filosofia, gestão cultural, livro, mídias sociais, rádio, teatro, música, literatura, direito autoral, cultura indígena, cultura popular, arquivo, cinema, antropologia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
306445;COLETIVO CULTURAL RESPIRA;COLETIVO CULTURAL RESPIRA;Não Informado;26/09/2024 19:03;30/09/2024 15:10;ponto;Coletivo;Não Informado;PE;Caruaru;cultura e direitos humanos, cultura, infância e adolescência, cultura e juventude, cultura e educação, agente cultura viva, memória e patrimônio cultural, cultura, comunicação e mídia livre, conhecimentos tradicionais, livro, leitura e literatura, intercâmbio e residências artístico-culturais, economia criativa e solidária;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes, mulheres, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;comunicação direitos humanos, juventude, audiovisual, meio ambiente, hip hop, fotografia, culturas populares, cultural, turismo, música, gênero, culturas indígenas, cultura afro, capacitação, artes visuais, produção;turismo, produção cultural, meio ambiente, fotografia, educação, design, cultura negra, comunicação, audiovisual, arte digital, gestão cultural, filosofia, economia criativa, dança, cultura lgbt, artesanato, teatro, música, literatura, cultura popular, cultura indígena, cinema, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
306377;JUNINA TRAQUE;JUNINA TRAQUE;A quadrilha Junina Traque, nasceu em janeiro/2017, movida pela paixão de 05 amigos amantes da cultura popular nordestina, o São João, que resolveram se unir e agregar a este universo junino uma nova quadrilha arraigada de cultura, diversão, teatralidade e muita dança, proporcionando assim a jovens e também adultos, o prazer de bailar e demonstrar ao nosso estado e porque não o país;26/09/2024 08:56;18/11/2024 14:51;ponto;Coletivo;Não Informado;PE;Recife;;;;produção cultural, dança, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
306370;PEDRA DA PAIXAO;PEDRA DA PAIXAO;Não Informado;26/09/2024 01:40;26/09/2024 16:41;ponto;Coletivo;Não Informado;PE;Brejo da Madre de Deus;cultura, infância e adolescência, intercâmbio e residências artístico-culturais, cultura e juventude, cultura e educação, cultura e meio ambiente, memória e patrimônio cultural, economia criativa e solidária, conhecimentos tradicionais;população de baixa renda, juventude, crianças e adolescentes, idosos, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, pessoas com deficiência, mulheres, populações em áreas de vulnerabilidade social, afro-brasileiros, lgbt;capacitação, artesanato, cultural;audiovisual, educação, pesquisa, patrimônio imaterial, meio ambiente, economia criativa, artesanato, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
306295;ASSOCIAÇÃO NVULA AFRO CULTURA;ASSOCIAÇÃO NVULA AFRO CULTURA;Não Informado;25/09/2024 13:34;26/09/2024 13:47;ponto;Coletivo;Não Informado;PE;Salgueiro;cultura e educação, conhecimentos tradicionais;mulheres, crianças e adolescentes, lgbt, afro-brasileiros;contador de histórias, audiovisual, culturas populares, cultura alimentar, capoeira, artesanato, cultural;cultura negra, produção cultural, artesanato, música, gastronomia, cultura popular, artes visuais, antropologia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
306229;JOSÉ JANAILSON DA SILVA;JOSÉ JANAILSON DA SILVA;Não Informado;25/09/2024 08:15;29/09/2024 14:36;ponto;Coletivo;Não Informado;PE;São Bento do Una;cultura e saúde, conhecimentos tradicionais, cultura, infância e adolescência, cultura e juventude, cultura e educação;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população rural, público em geral, juventude, estudantes, populações em áreas de vulnerabilidade social, ciganos, povos e comunidades tradicionais de matriz africana, pessoas ou grupos vítimas de violência, crianças e adolescentes, população de baixa renda, lgbt, afro-brasileiros;juventude, culturas populares, cultural, cultura afro, produção;cultura negra, pesquisa, dança, cultura lgbt, teatro, cultura popular, cinema;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
306000;Caminhada de são Jorge;Caminhada de são Jorge;Não Informado;23/09/2024 20:47;24/09/2024 14:48;ponto;Coletivo;Não Informado;PE;Paulista;cultura digital, agente cultura viva, cultura, infância e adolescência, cultura e meio ambiente, memória e patrimônio cultural, cultura e direitos humanos, cultura e saúde, cultura e juventude, cultura e educação, economia criativa e solidária, cultura, comunicação e mídia livre, conhecimentos tradicionais;populações em áreas de vulnerabilidade social, populações atingida por barragens, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população de baixa renda, quilombolas, público em geral, povos e comunidades tradicionais de matriz africana, população de rua, pessoas em situação de sofrimento psíquico, pessoas com deficiência, mulheres, lgbt, juventude, crianças e adolescentes, indígenas, idosos, grupos artísticos e culturais independentes, ciganos, estudantes, afro-brasileiros;música, meio ambiente, juventude, gastronomia, fotografia, comunicação direitos humanos, culturas populares, culturas indígenas, cultura alimentar, cultura afro, audiovisual, artes visuais, cultural, produção;saúde, produção cultural, patrimônio imaterial, música, mídias sociais, história, gastronomia, fotografia, educação, economia criativa, dança, cultura negra, cultura popular, cultura lgbt, cultura indígena, comunicação, audiovisual, antropologia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
305610;ILV;ILV;Não Informado;19/09/2024 20:11;26/11/2024 10:52;ponto;Coletivo;Não Informado;PE;São Bento do Una;conhecimentos tradicionais, agente cultura viva, cultura e meio ambiente, cultura e juventude, cultura e educação, cultura, infância e adolescência, memória e patrimônio cultural, livro, leitura e literatura;mulheres, crianças e adolescentes, idosos, público em geral, juventude, estudantes, população de baixa renda, grupos artísticos e culturais independentes;tradição oral, juventude, contador de histórias, meio ambiente, fotografia, cultural, turismo, música, literatura, produção, artes visuais;gestão cultural, fotografia, livro, patrimônio material, música, literatura, produção cultural, patrimônio imaterial, museu, leitura, meio ambiente, história, dança, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
305564;BANDA MADRE DE DEUS;BANDA MADRE DE DEUS;Não Informado;19/09/2024 13:56;02/10/2024 21:38;ponto;Coletivo;Não Informado;PE;Brejo da Madre de Deus;cultura e juventude, cultura e educação, conhecimentos tradicionais;público em geral, juventude, estudantes, população de baixa renda, idosos;música, cultural;educação, música;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
305551;Grupo de Legião Brasileira de Capoeira;Grupo de Legião Brasileira de Capoeira;Não Informado;19/09/2024 12:49;26/09/2024 23:59;ponto;Coletivo;Não Informado;PE;Brejo da Madre de Deus;cultura e juventude, cultura e educação, cultura e saúde, cultura, infância e adolescência, conhecimentos tradicionais;mulheres, crianças e adolescentes, estudantes, juventude, público em geral;capoeira, cultural, música, cultura afro;música, educação, dança, arte de rua;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
305210;QUADRILHA DONA MATUTA;QUADRILHA DONA MATUTA;Não Informado;17/09/2024 09:21;05/11/2024 13:52;ponto;Coletivo;Não Informado;PE;Recife;memória e patrimônio cultural, cultura e direitos humanos, cultura e juventude, cultura e educação, cultura, infância e adolescência, economia criativa e solidária;pessoas ou grupos vítimas de violência, populações em áreas de vulnerabilidade social, público em geral, estudantes, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, população de baixa renda, pessoas com deficiência, lgbt, grupos artísticos e culturais independentes, afro-brasileiros;moda, artesanato, cultural, música, cultura afro;teatro, artesanato, cultura lgbt, dança, música, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
305056;Espaço Sopé das Artes;Espaço Sopé das Artes;Espaço de interação de artes, em diversas linguagens, literatura, música, dança, artes visuais, artes cênicas, artesanatos. Coletivo Grupo AsmeNinas & Cia, aquecendo a cultural em Serra Talhada - PE. O Sopé das Artes, é um espaço coletivo que tem sua proposta de acolher e abraçar suas ações como também de outros.;15/09/2024 20:05;25/10/2024 12:38;ponto;Coletivo;Não Informado;PE;Serra Talhada;;;;produção cultural, leitura, história, fotografia, educação, cultura negra, comunicação, audiovisual, arte digital, pesquisa, livro, dança, cultura lgbt, cultura digital, artesanato, arte de rua, teatro, rádio, música, literatura, cultura popular, cinema, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
305007;Ilê asè Oyá Gigan Sàngó Aganjú;Ilê asè Oyá Gigan Sàngó Aganjú;Não Informado;14/09/2024 15:41;11/10/2024 11:10;ponto;Coletivo;Não Informado;PE;Paulista;cultura e meio ambiente, memória e patrimônio cultural, conhecimentos tradicionais;juventude, indígenas, público em geral, povos e comunidades tradicionais de matriz africana, população de baixa renda, quilombolas, pessoas com deficiência, lgbt, mulheres, crianças e adolescentes, idosos, ciganos, afro-brasileiros;meio ambiente, gastronomia, cultura alimentar, capoeira, culturas populares, cultural, culturas indígenas, cultura afro, artes visuais;patrimônio imaterial, história, cultura lgbt, patrimônio material, cultura cigana, cultura indígena, cultura negra;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
304946;ASSOCIACAO CULTURAL E QUADRILHA JUNINA LUMIAR;ASSOCIACAO CULTURAL E QUADRILHA JUNINA LUMIAR;Associação Cultural e Quadrilha Junina Lumiar, há 30 anos impactando Pernambuco e o Brasil.;13/09/2024 15:51;04/11/2024 21:10;ponto;Coletivo;Não Informado;PE;Recife;;;;fotografia, produção cultural, audiovisual, dança, teatro, mídias sociais, música, cultura popular, cinema;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
304870;Museu da Parteira;Museu da Parteira;O Museu da Parteira nasceu do desejo de parteiras pernambucanas de narrarem sua história por si próprias. Por meio de ações e atividades o museu existe sem muros, desterritorializado, itinerante, conformando-se em um lugar de reflexão e articulação de novas ideias e parcerias.;12/09/2024 22:58;22/11/2024 11:32;ponto;Coletivo;Não Informado;PE;Caruaru;;;;produção cultural, patrimônio imaterial, museu, fotografia, cultura negra, audiovisual, saúde, cultura popular, cultura indígena, antropologia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
304847;RCI FM;RCI FM;Espaço voltado para a comunicação comunitária e cultura popular de Ibiranga, e também na elaboração de projetos culturais realizados nos distrito.;12/09/2024 20:00;17/11/2024 21:46;ponto;Coletivo;Não Informado;PE;Itambé;;;;meio ambiente, comunicação, audiovisual, saúde, jornalismo, gestão cultural, mídias sociais, rádio, produção cultural, esporte, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
304644;ILÊ AWÔ;ILÊ AWÔ;A origem do nome Ilê Awô, vem do Yorubá (Casa dos Mistérios ou Casa do Segredo). Trata-se de uma Instituição Cultural e Religiosa de matriz Afro-brasileira Candomblé, que teve seu início em 2015, sob a responsabilidade dos líderes e fundadores Babalorixá Colibri Brasil e Soraya Freitas. Suas práticas voltadas para o Candombl.;11/09/2024 10:08;22/10/2024 19:56;ponto;Coletivo;Não Informado;PE;Caruaru;;;;patrimônio imaterial, turismo, sociologia, produção cultural, meio ambiente, leitura, história, educação, cultura negra, audiovisual, arte digital, saúde, gestão cultural, filosofia, dança, cultura lgbt, cultura digital, artesanato, arte de rua, patrimônio material, mídias sociais, música, esporte, gastronomia, direito autoral, cultura popular, cultura cigana, artes visuais, antropologia;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
304611;CENTRO CULTURAL AXÉ DOS VENTOS;CENTRO CULTURAL AXÉ DOS VENTOS;Não Informado;10/09/2024 17:37;10/09/2024 20:29;ponto;Coletivo;Não Informado;PE;Igarassu;cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, cultura e educação, memória e patrimônio cultural, cultura e saúde, cultura, comunicação e mídia livre, cultura, infância e adolescência, livro, leitura e literatura, economia criativa e solidária, conhecimentos tradicionais;mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, estudantes, populações em áreas de vulnerabilidade social, povos e comunidades tradicionais de matriz africana, mulheres, crianças e adolescentes, idosos, ciganos, população de baixa renda, quilombolas, pessoas com deficiência, lgbt, indígenas, grupos artísticos e culturais independentes, afro-brasileiros;tradição oral, moda, juventude, gastronomia, comunicação direitos humanos, cultura digital, contador de histórias, audiovisual, artes cênicas, meio ambiente, hip hop, fotografia, culturas populares, cultura alimentar, capoeira, artesanato, cultural, música, literatura, gênero, cultura afro, capacitação, artes visuais, produção;produção cultural, patrimônio imaterial, meio ambiente, fotografia, educação, audiovisual, gastronomia, música, pesquisa, gestão cultural, dança, artesanato, cultura popular, cultura indígena, cinema, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
304319;Grupo de Xaxado Cangaceiros de Vila Bela;Grupo de Xaxado Cangaceiros de Vila Bela;Não Informado;06/09/2024 16:13;14/11/2024 08:39;ponto;Coletivo;Não Informado;PE;Serra Talhada;cultura e meio ambiente, cultura e educação, cultura e juventude, cultura e direitos humanos, cultura e saúde, livro, leitura e literatura, cultura, infância e adolescência;populações em áreas de vulnerabilidade social, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, juventude, mulheres, crianças e adolescentes, população de baixa renda, pessoas com deficiência, lgbt, grupos artísticos e culturais independentes, estudantes, afro-brasileiros;culturas populares, capoeira, meio ambiente, produção, cultura afro, música, juventude;meio ambiente, leitura, educação, cultura negra, saúde, literatura, teatro, música, cultura popular, dança;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
304007;Clube do Cordel;Clube do Cordel;Não Informado;03/09/2024 08:41;05/12/2024 15:52;ponto;Coletivo;Não Informado;PE;Afogados da Ingazeira;cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, cultura e educação, memória e patrimônio cultural, cultura, comunicação e mídia livre, cultura, infância e adolescência, livro, leitura e literatura, intercâmbio e residências artístico-culturais, economia criativa e solidária, conhecimentos tradicionais;populações em áreas de vulnerabilidade social, população de baixa renda, população rural, lgbt, idosos, afro-brasileiros, público em geral, estudantes, juventude, mulheres, crianças e adolescentes, grupos artísticos e culturais independentes;juventude, gênero, fotografia, cultura afro, audiovisual, tradição oral, contador de histórias, culturas populares, cultural, literatura, capacitação, produção;livro, fotografia, audiovisual, patrimônio imaterial, história, educação, produção cultural, leitura, economia criativa, gestão cultural, literatura, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
303892;Terreiro das Palmeiras;Terreiro das Palmeiras;Terreiro das Palmeiras, fundado em 2016, com resistência, determinação em pro de nossa comunidade.;02/09/2024 09:25;03/12/2024 21:28;ponto;Coletivo;Não Informado;PE;Paulista;;;;leitura, dança, artesanato, gastronomia, cultura popular, cultura lgbt, cultura negra;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
303457;Capoeira Lua de São Jorge;Capoeira Lua de São Jorge;Não Informado;27/08/2024 15:49;15/11/2024 00:09;ponto;Coletivo;Não Informado;PE;Olinda;cultura e direitos humanos, cultura e educação, cultura, infância e adolescência, conhecimentos tradicionais;populações em áreas de vulnerabilidade social, crianças e adolescentes, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população de baixa renda, afro-brasileiros;culturas populares, capoeira, música, cultura afro, produção, cultural;música, cultura negra, produção cultural, dança, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
303269;INSTITUTO DE ARTE POPULAR JOAO PERNAMBUCO;INSTITUTO DE ARTE POPULAR JOAO PERNAMBUCO;Não Informado;24/08/2024 11:23;28/08/2024 19:38;ponto;Coletivo;Não Informado;PE;Petrolândia;memória e patrimônio cultural, livro, leitura e literatura, intercâmbio e residências artístico-culturais, economia criativa e solidária;população rural, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, público em geral, estudantes, mulheres, crianças e adolescentes, idosos, população de baixa renda, indígenas, grupos artísticos e culturais independentes;juventude, gastronomia, cultura digital, contador de histórias, artes cênicas, artes visuais, turismo, artesanato, audiovisual, cultural, culturas populares, literatura;meio ambiente, turismo, cultura indígena, cultura negra, cultura estrangeira (imigrantes), arte digital, audiovisual, cultura digital, gastronomia, arte de rua, cinema, literatura, patrimônio imaterial, economia criativa, gestão cultural, produção cultural, leitura, cultura popular, artesanato, livro, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
302347;Tenda De Amor e Caridade Pai Benedito de Angola;Tenda Pai Benedito de Angola;Tenda de Umbanda Amor e Caridade Pai Benedito de Angola, localizada na cidade São Bento do Una - Pe.;13/08/2024 11:30;27/11/2024 22:06;ponto;Coletivo;Não Informado;PE;São Bento do Una;;;;educação, produção cultural, patrimônio imaterial, cultura negra, audiovisual, dança, artesanato, música, mídias sociais, artes visuais, literatura;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
302220;Anarriê Produções;Anarriê Produções;Não Informado;11/08/2024 09:16;11/08/2024 14:56;ponto;Coletivo;Não Informado;PE;Paulista;cultura e juventude, cultura digital, cultura, comunicação e mídia livre, cultura e saúde, cultura e educação, cultura e direitos humanos, cultura, infância e adolescência, economia criativa e solidária, conhecimentos tradicionais;populações em áreas de vulnerabilidade social, pessoas ou grupos vítimas de violência, mestres, praticantes, brincantes e grupos culturais populares, urbanos e rurais, população de baixa renda, quilombolas, público em geral, povos e comunidades tradicionais de matriz africana, pescadores, pessoas com deficiência, mulheres, lgbt, juventude, crianças e adolescentes, indígenas, idosos, grupos artísticos e culturais independentes, estudantes, ciganos, afro-brasileiros;tradição oral, juventude, gastronomia, comunicação direitos humanos, cultura digital, audiovisual, artes cênicas, culturas populares, cultura alimentar, capoeira, artesanato, cultural, música, gênero, culturas indígenas, cultura afro, produção;patrimônio imaterial, produção cultural, educação, cultura negra, comunicação, audiovisual, arte digital, economia criativa, dança, cultura lgbt, cultura digital, artesanato, música, mídias sociais, gastronomia, cultura popular, artes visuais;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
301640;Grupo de Danças Arte e Movimento;Grupo de Danças Arte e Movimento;Não Informado;02/08/2024 19:04;17/08/2024 19:00;ponto;Coletivo;Não Informado;PE;Serra Talhada;oficinas, cultura e meio ambiente, cultura e direitos humanos, cultura e juventude, cultura e educação, cultura e saúde, cultura, infância e adolescência, livro, leitura e literatura;pessoas ou grupos vítimas de violência, populações em áreas de vulnerabilidade social, grupos artísticos e culturais independentes, população de baixa renda, mulheres, juventude, estudantes, crianças e adolescentes, lgbt, afro-brasileiros;juventude, meio ambiente, literatura, música, culturas populares, capoeira, esporte, culturas indígenas, cultura afro, audiovisual;pesquisa, livro, saúde, meio ambiente, leitura, história, cultura negra, cultura lgbt, educação, audiovisual, dança, teatro, música, literatura, esporte, cultura popular;https://dados.cultura.gov.br/dataset/pontos-de-cultura/resource/9c03ab4e-b00f-4f10-8063-03d921949ad3
